Time,Manual_Count,Time,ASUSTek COMPUTER INC.,Time,Enerpoint Ltd.,Time,NETCOMM LIMITED,Time,UNKNOWN,Time,"GIGA-BYTE TECHNOLOGY CO.,LTD.",Time,Billion Electric Co. Ltd.,Time,NETGEAR,Time,"Samsung Electro Mechanics co., LTD.",Time,Belkin International Inc.,Time,Apple,Time,"CISCO SYSTEMS, INC.",Time,"TP-LINK TECHNOLOGIES CO.,LTD.",Time,Netgear Inc.,Time,Intel Corporate,Time,DrayTek Corp.,Time,"Apple, Inc",Time,"NETGEAR INC.,",Time,"Samsung Electro Mechanics co.,LTD.",Time,"Hon Hai Precision Ind. Co.,Ltd.",Time,Ubiquiti Networks,Time,Hewlett Packard,Time,IBM Corp,Time,Elitegroup Computer System Co.,Time,Liteon Tech Corp.,Time,HTC Corporation,Time,Hewlett-Packard Company,Time,"Billion Electric Co., Ltd.",Time,SEIKO EPSON CORPORATION,Time,"Murata Manufactuaring Co.,Ltd.",Time,Netgear Inc,Time,"Apple, Inc.",Time,Routerboard.com,Time,"SAMSUNG ELECTRO MECHANICS CO.,LTD.",Time,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",Time,Lexmark International Inc.,Time,ICP Electronics Inc.,Time,"Samsung Electronics Co.,Ltd"
2318,19,2318,1,2318,2,2318,1,2318,3,2318,0,2318,1,2318,1,2318,0,2318,0,2318,6,2318,1,2318,1,2322,0,2322,1,2326,0,2326,0,2348,1,2352,0,2352,0,2356,0,2360,1,2368,0,2398,0,2432,0,2436,0,,,,,,,,,,,,,,,,,,,,,,,,
2322,19,2322,1,2322,2,2322,1,2322,3,2322,1,2322,1,2322,1,2322,0,2322,0,2322,4,2322,1,2322,1,2326,0,2326,1,2330,0,2330,0,2352,1,2356,0,2356,0,2360,0,2364,1,2373,0,2402,0,2436,0,2440,0,,,,,,,,,,,,,,,,,,,,,,,,
2326,19,2326,1,2326,2,2326,1,2326,3,2326,1,2326,1,2326,1,2326,0,2326,0,2326,4,2326,1,2326,1,2330,0,2330,1,2334,0,2334,0,2356,1,2360,0,2360,1,2364,0,2368,1,2378,1,2407,0,2440,0,2445,0,,,,,,,,,,,,,,,,,,,,,,,,
2330,19,2330,1,2330,2,2330,1,2330,3,2330,1,2330,1,2330,1,2330,0,2330,0,2330,5,2330,1,2330,1,2334,0,2334,1,2339,0,2339,0,2360,1,2364,0,2364,1,2368,0,2373,1,2381,1,2411,0,2445,0,2449,0,,,,,,,,,,,,,,,,,,,,,,,,
2334,19,2334,1,2334,2,2334,1,2334,3,2334,1,2334,1,2334,1,2334,0,2334,0,2334,6,2334,1,2334,1,2339,0,2339,1,2344,0,2344,0,2364,1,2368,0,2368,1,2373,0,2378,1,2386,1,2415,0,2449,0,2453,0,,,,,,,,,,,,,,,,,,,,,,,,
2339,19,2339,1,2339,2,2339,1,2339,3,2339,1,2339,1,2339,1,2339,0,2339,0,2339,5,2339,1,2339,1,2344,0,2344,1,2348,0,2348,0,2368,1,2373,0,2373,1,2378,0,2381,1,2390,1,2420,0,2453,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,19,2344,1,2344,2,2344,1,2344,3,2344,1,2344,1,2344,1,2344,0,2344,0,2344,5,2344,1,2344,1,2348,0,2348,2,2352,0,2352,0,2373,1,2378,0,2378,1,2381,0,2386,1,2394,1,2423,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,19,2348,1,2348,2,2348,1,2348,3,2348,1,2348,1,2348,1,2348,0,2348,0,2348,5,2348,1,2348,1,2352,0,2352,2,2356,0,2356,1,2378,1,2381,0,2381,1,2386,0,2390,1,2398,1,2428,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,19,2352,0,2352,2,2352,1,2352,3,2352,1,2352,1,2352,1,2352,0,2352,0,2352,5,2352,1,2352,1,2356,0,2356,2,2360,0,2360,1,2381,1,2386,0,2386,1,2390,0,2394,1,2402,1,2432,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,19,2356,0,2356,2,2356,1,2356,3,2356,1,2356,1,2356,1,2356,0,2356,0,2356,7,2356,1,2356,1,2360,0,2360,2,2364,0,2364,1,2386,1,2390,0,2390,1,2394,0,2398,1,2407,1,2436,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,19,2360,0,2360,2,2360,1,2360,3,2360,1,2360,1,2360,1,2360,0,2360,0,2360,7,2360,1,2360,1,2364,0,2364,2,2368,0,2368,1,2390,1,2394,0,2394,1,2398,0,2402,1,2411,1,2440,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,19,2364,1,2364,2,2364,1,2364,3,2364,1,2364,1,2364,1,2364,0,2364,0,2364,8,2364,1,2364,1,2368,0,2368,2,2373,0,2373,1,2394,1,2398,0,2398,1,2402,0,2407,1,2415,1,2445,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,19,2368,1,2368,2,2368,1,2368,3,2368,1,2368,1,2368,1,2368,0,2368,0,2368,8,2368,1,2368,1,2373,0,2373,2,2378,0,2378,1,2398,1,2402,0,2402,1,2407,0,2411,1,2420,1,2449,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,19,2373,1,2373,2,2373,1,2373,3,2373,1,2373,1,2373,1,2373,0,2373,0,2373,8,2373,1,2373,1,2378,0,2378,2,2381,0,2381,1,2402,1,2407,0,2407,1,2411,0,2415,1,2423,1,2453,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,19,2378,1,2378,2,2378,1,2378,3,2378,1,2378,1,2378,1,2378,0,2378,0,2378,7,2378,1,2378,1,2381,0,2381,2,2386,0,2386,1,2407,1,2411,0,2411,1,2415,0,2420,1,2428,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,20,2381,1,2381,2,2381,1,2381,2,2381,1,2381,1,2381,1,2381,0,2381,0,2381,7,2381,1,2381,1,2386,0,2386,2,2390,0,2390,1,2411,1,2415,0,2415,1,2420,0,2423,1,2432,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,20,2386,1,2386,2,2386,1,2386,2,2386,1,2386,1,2386,1,2386,0,2386,0,2386,7,2386,1,2386,1,2390,0,2390,2,2394,0,2394,1,2415,1,2420,0,2420,1,2423,0,2428,1,2436,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,20,2390,1,2390,2,2390,1,2390,2,2390,1,2390,1,2390,1,2390,0,2390,0,2390,7,2390,1,2390,1,2394,0,2394,2,2398,0,2398,1,2420,1,2423,0,2423,0,2428,0,2432,1,2440,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,18,2394,1,2394,2,2394,1,2394,2,2394,1,2394,1,2394,1,2394,0,2394,0,2394,8,2394,1,2394,1,2398,0,2398,2,2402,0,2402,1,2423,1,2428,0,2428,0,2432,0,2436,1,2445,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,18,2398,1,2398,2,2398,1,2398,2,2398,1,2398,1,2398,1,2398,0,2398,0,2398,8,2398,1,2398,1,2402,0,2402,2,2407,0,2407,1,2428,1,2432,0,2432,0,2436,0,2440,1,2449,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,18,2402,1,2402,2,2402,1,2402,2,2402,0,2402,1,2402,1,2402,0,2402,0,2402,8,2402,1,2402,1,2407,0,2407,2,2411,0,2411,1,2432,1,2436,0,2436,0,2440,0,2445,1,2453,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,18,2407,1,2407,2,2407,1,2407,2,2407,0,2407,1,2407,1,2407,0,2407,0,2407,8,2407,1,2407,1,2411,0,2411,1,2415,0,2415,1,2436,1,2440,0,2440,0,2445,0,2449,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,18,2411,1,2411,2,2411,1,2411,2,2411,0,2411,2,2411,1,2411,0,2411,0,2411,8,2411,1,2411,1,2415,0,2415,1,2420,0,2420,0,2440,1,2445,0,2445,0,2449,0,2453,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,18,2415,1,2415,2,2415,1,2415,2,2415,0,2415,2,2415,1,2415,0,2415,0,2415,8,2415,1,2415,1,2420,0,2420,1,2423,0,2423,0,2445,1,2449,0,2449,0,2453,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2420,16,2420,1,2420,2,2420,1,2420,2,2420,0,2420,2,2420,1,2420,0,2420,0,2420,7,2420,1,2420,1,2423,0,2423,1,2428,0,2428,0,2449,1,2453,0,2453,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423,16,2423,0,2423,2,2423,1,2423,2,2423,0,2423,2,2423,1,2423,0,2423,0,2423,5,2423,1,2423,1,2428,0,2428,1,2432,0,2432,0,2453,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,16,2428,0,2428,2,2428,1,2428,2,2428,0,2428,2,2428,1,2428,0,2428,0,2428,5,2428,1,2428,1,2432,0,2432,1,2436,0,2436,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,16,2432,0,2432,2,2432,1,2432,2,2432,0,2432,2,2432,1,2432,0,2432,0,2432,5,2432,1,2432,1,2436,0,2436,1,2440,0,2440,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,16,2436,0,2436,2,2436,1,2436,2,2436,0,2436,2,2436,1,2436,0,2436,0,2436,5,2436,1,2436,1,2440,0,2440,1,2445,0,2445,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,16,2440,0,2440,2,2440,1,2440,2,2440,0,2440,2,2440,1,2440,0,2440,0,2440,4,2440,1,2440,1,2445,0,2445,1,2449,0,2449,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445,16,2445,0,2445,2,2445,1,2445,2,2445,0,2445,2,2445,2,2445,0,2445,0,2445,4,2445,1,2445,1,2449,0,2449,1,2453,0,2453,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,16,2449,0,2449,2,2449,1,2449,2,2449,0,2449,2,2449,2,2449,0,2449,0,2449,4,2449,1,2449,1,2453,0,2453,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,16,2453,0,2453,2,2453,1,2453,2,2453,0,2453,2,2453,2,2453,0,2453,0,2453,4,2453,1,2453,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
